20240630-23:56:11 - ---------------------------------------------------------------------------
20240630-23:56:12 - 取得公藥消耗帳,(2024/04/01 23:56:11-2024/06/30 23:56:11)共<2989>筆
20240630-23:56:22 - (99)    更新安全基準量 (04512)Hycamtin Inj 4mg(Topotecan)            安全量 : 2 ,基準量 : 5
20240630-23:56:22 - (100)   更新安全基準量 (18264)Bexsero Vaccine Inj 0.5ml              安全量 : 2 ,基準量 : 5
20240630-23:56:22 - (101)   更新安全基準量 (16312)Actrapid HM Inj 100 IU/ml 10ml         安全量 : 62 ,基準量 : 124
20240630-23:56:22 - (102)   更新安全基準量 (18315)Rotarix Oral Vaccine Suspension        安全量 : 8 ,基準量 : 16
20240630-23:56:22 - (103)   更新安全基準量 (07162)Atozet Tab 10/20mg                     安全量 : 1122 ,基準量 : 2244
20240630-23:56:22 - (104)   更新安全基準量 (16707)14mg Rybelsus Tab 30's/box             安全量 : 100 ,基準量 : 201
20240630-23:56:22 - (105)   更新安全基準量 (07146)Rosulator Tab 10mg(Rosuvastatin)       安全量 : 2891 ,基準量 : 5782
20240630-23:56:22 - (106)   更新安全基準量 (16144)Megest Oral Susp 40mg/ml 120ml         安全量 : 31 ,基準量 : 63
20240630-23:56:22 - (107)   更新安全基準量 (21343)Lumicef Inj 210mg(Brodalumab)          安全量 : 1 ,基準量 : 2
20240630-23:56:22 - (108)   更新安全基準量 (04326)3.75mg (1M) Leuplin Depot Inj          安全量 : 4 ,基準量 : 8
20240630-23:56:22 - (109)   更新安全基準量 (13442)AluSA Tab                              安全量 : 8209 ,基準量 : 16418
20240630-23:56:22 - (110)   更新安全基準量 (03329)Cefin Inj 2gm(Ceftriaxone)             安全量 : 68 ,基準量 : 137
20240630-23:56:22 - (111)   更新安全基準量 (04230)Gemmis Inj 1000mg/30ml                 安全量 : 8 ,基準量 : 17
20240630-23:56:22 - (112)   更新安全基準量 (08245)15mg Morphine sulfate Tab "PPCD"       安全量 : 2131 ,基準量 : 4263
20240630-23:56:22 - (113)   更新安全基準量 (21325)4mg Lenvima Cap (Lenvatinib)           安全量 : 14 ,基準量 : 29
20240630-23:56:22 - (114)   更新安全基準量 (31105)Prismasol B0, Sol for HF & HD 5L       安全量 : 46 ,基準量 : 92
20240630-23:56:22 - (115)   更新安全基準量 (04644)100mg Venclexta Tab(Venetoclax)        安全量 : 9 ,基準量 : 19
20240630-23:56:22 - (116)   更新安全基準量 (16364)5mg Trajenta Tab (Linagliptin)         安全量 : 1140 ,基準量 : 2280
20240630-23:56:22 - (117)   更新安全基準量 (10051)Xenetix 350 Inj 100ml                  安全量 : 16 ,基準量 : 33
20240630-23:56:22 - (118)   更新安全基準量 (21214)Orencia Inj 250mg(Abatacept)           安全量 : 2 ,基準量 : 4
20240630-23:56:22 - (119)   更新安全基準量 (11325)Ketosteril Tab 100's/box               安全量 : 990 ,基準量 : 1980
20240630-23:56:22 - (120)   更新安全基準量 (06243)Agglutex Inj 25000u/5ml(Heparin)       安全量 : 145 ,基準量 : 290
20240630-23:56:22 - (121)   更新安全基準量 (21364)Rinvoq ER Tab 15mg(Upadacitinib)       安全量 : 19 ,基準量 : 38
20240630-23:56:22 - (122)   更新安全基準量 (20142)Avamys Nasal Spray 120doses/bot        安全量 : 100 ,基準量 : 201
20240630-23:56:22 - (123)   更新安全基準量 (03350)Zavicefta Inj 2/0.5g (2.5g/vial)       安全量 : 4 ,基準量 : 8
20240630-23:56:22 - (124)   更新安全基準量 (06125)Mircera Inj 100mcg/0.3ml               安全量 : 5 ,基準量 : 10
20240630-23:56:22 - (125)   更新安全基準量 (04322)Zytiga Tab 250mg(Abiraterone)          安全量 : 29 ,基準量 : 59
20240630-23:56:22 - (126)   更新安全基準量 (06288)CoPlavix Tab 75mg/100mg                安全量 : 458 ,基準量 : 916
20240630-23:56:22 - (127)   更新安全基準量 (05143)25mg Betmiga PR Tab(Mirabegron)        安全量 : 736 ,基準量 : 1472
20240630-23:56:23 - (128)   更新安全基準量 (21037)100mg Neoral Sandimmun Soft Cap        安全量 : 124 ,基準量 : 248
20240630-23:56:23 - (129)   更新安全基準量 (04729)90mg Alunbrig Tab(IMPORT)              安全量 : 7 ,基準量 : 14
20240630-23:56:23 - (130)   更新安全基準量 (06136)Recormon Inj 5 KIU                     安全量 : 26 ,基準量 : 53
20240630-23:56:23 - (131)   更新安全基準量 (09069)Fubifen PAP patch 4's 40mg/10gm        安全量 : 683 ,基準量 : 1367
20240630-23:56:23 - (132)   更新安全基準量 (04554)Votrient Tab 200mg (Pazopanib)         安全量 : 25 ,基準量 : 51
20240630-23:56:23 - (133)   更新安全基準量 (13440)Omezol Cap 20mg(Omeprazole)            安全量 : 5239 ,基準量 : 10479
20240630-23:56:23 - (10)    異常安全基準量 (06257)4ml Tisseel Sol for sealant            安全量 : 0 ,基準量 : 1
20240630-23:56:23 - (134)   更新安全基準量 (07058)Sevikar 5/20mg F.C. Tab                安全量 : 1632 ,基準量 : 3264
20240630-23:56:23 - (135)   更新安全基準量 (20334)ENFULON Cream 0.1% 30gm                安全量 : 166 ,基準量 : 333
20240630-23:56:23 - (136)   更新安全基準量 (04213)Ufur Cap                               安全量 : 194 ,基準量 : 388
20240630-23:56:23 - (137)   更新安全基準量 (18012)Human Immunoglobulin 6% 50ml(3g)       安全量 : 2 ,基準量 : 4
20240630-23:56:23 - (138)   更新安全基準量 (04317)11.25mg DIPHERELINE P.R. Inj           安全量 : 1 ,基準量 : 2
20240630-23:56:23 - (139)   更新安全基準量 (16379)Forxiga FC Tab 10mg                    安全量 : 562 ,基準量 : 1124
20240630-23:56:23 - (140)   更新安全基準量 (05280)Trelegy Ellipta IH 92/55/22 mcg        安全量 : 7 ,基準量 : 14
20240630-23:56:23 - (140)   更新安全基準量 (10041)Optiray 350 74% 200ml 350mgI/ml        安全量 : 18 ,基準量 : 36
20240630-23:56:23 - (141)   更新安全基準量 (07057)Exforge Tab 5/80 mg                    安全量 : 4973 ,基準量 : 9946
20240630-23:56:23 - (142)   更新安全基準量 (03510)Tigelin Inj 50mg(Tigecycline)          安全量 : 19 ,基準量 : 39
20240630-23:56:23 - (143)   更新安全基準量 (16308)Insulatard HM Inj 100 IU/ml 10ml       安全量 : 97 ,基準量 : 195
20240630-23:56:23 - (144)   更新安全基準量 (21379)Mesa Inh Sol 600mg/3ml(Mesna)          安全量 : 736 ,基準量 : 1473
20240630-23:56:23 - (145)   更新安全基準量 (05278)(184/22)Relvar Ellipta 184/22mcg       安全量 : 21 ,基準量 : 43
20240630-23:56:23 - (146)   更新安全基準量 (50001)Levofloxacin Inj 750mg/150ml"CS"       安全量 : 55 ,基準量 : 111
20240630-23:56:23 - (147)   更新安全基準量 (13473)Pane Inj 40mg(Pantoprazole)            安全量 : 304 ,基準量 : 608
20240630-23:56:23 - (148)   更新安全基準量 (16382)Toujeo Inj 300u/ml, 1.5ml              安全量 : 47 ,基準量 : 94
20240630-23:56:23 - (149)   更新安全基準量 (04674)30mg Vizimpro Tab(Dacomitinib)         安全量 : 22 ,基準量 : 45
20240630-23:56:23 - (150)   更新安全基準量 (03337)Cefa Inj 1gm (Cefazolin)               安全量 : 1037 ,基準量 : 2075
20240630-23:56:23 - (151)   更新安全基準量 (05144)50mg Betmiga PR Tab(Mirabegron)        安全量 : 1258 ,基準量 : 2517
20240630-23:56:23 - (152)   更新安全基準量 (05267)Anoro Ellipta 55/22mcg IH 30'S         安全量 : 19 ,基準量 : 39
20240630-23:56:23 - (153)   更新安全基準量 (72002)Hepac Lock Flush 1000U/10ml            安全量 : 522 ,基準量 : 1045
20240630-23:56:23 - (154)   更新安全基準量 (19060)Cobamamide Cap 500mcg                  安全量 : 16231 ,基準量 : 32463
20240630-23:56:23 - (155)   更新安全基準量 (16168)Visanne Tab 2mg(Dienogest)             安全量 : 505 ,基準量 : 1011
20240630-23:56:23 - (156)   更新安全基準量 (20439)Sod. Chloride 0.9%(Irri.) 2000ml       安全量 : 384 ,基準量 : 768
20240630-23:56:23 - (157)   更新安全基準量 (21192)Viartril-S Powder 1500mg               安全量 : 602 ,基準量 : 1204
20240630-23:56:23 - (158)   更新安全基準量 (13126)Ulstop 20mg Tab(Famotidine)            安全量 : 17024 ,基準量 : 34048
20240630-23:56:23 - (159)   更新安全基準量 (30024)TPN_Smofkabiven Emulsion 1.48L         安全量 : 30 ,基準量 : 61
20240630-23:56:23 - (160)   更新安全基準量 (08233)Fentanyl Patch 50ug/hr"PPCD"           安全量 : 44 ,基準量 : 88
20240630-23:56:23 - (160)   更新安全基準量 (10044)Visipaque Inj 320mgI/ml 100ml          安全量 : 12 ,基準量 : 25
20240630-23:56:23 - (161)   更新安全基準量 (08253)Fentanyl Inj 0.5mg/10ml "PPCD"         安全量 : 205 ,基準量 : 410
20240630-23:56:23 - (161)   更新安全基準量 (03674)Ertapenem Inj 1g"SLC"                  安全量 : 34 ,基準量 : 68
20240630-23:56:23 - (162)   更新安全基準量 (06268)15mg Lixiana FC Tab(Edoxaban)          安全量 : 353 ,基準量 : 707
20240630-23:56:23 - (163)   更新安全基準量 (03422)Augmentin Tab 375mg                    安全量 : 3711 ,基準量 : 7422
20240630-23:56:23 - (164)   更新安全基準量 (19061)DailyCare Actibest Tab                 安全量 : 14603 ,基準量 : 29206
20240630-23:56:23 - (165)   更新安全基準量 (16388)Jardiance Duo 12.5/850mg               安全量 : 1508 ,基準量 : 3017
20240630-23:56:23 - (166)   更新安全基準量 (05259)Norepinephrine Inj 4mg/4ml "TY"        安全量 : 213 ,基準量 : 426
20240630-23:56:23 - (167)   更新安全基準量 (21352)5mg NicePower Tab 30#/Box              安全量 : 6 ,基準量 : 12
20240630-23:56:23 - (168)   更新安全基準量 (06282)2.5mg Eliquis Tab (Apixaban)           安全量 : 720 ,基準量 : 1441
20240630-23:56:23 - (169)   更新安全基準量 (06305)r-Tissue Plasminogen Activator         安全量 : 1 ,基準量 : 2
20240630-23:56:23 - (170)   更新安全基準量 (05331)8mg Urief Tab (Silodosin)              安全量 : 1796 ,基準量 : 3593
20240630-23:56:23 - (171)   更新安全基準量 (31117)NACL INJ 0.9% 250mL/bag "OTSUKA"       安全量 : 839 ,基準量 : 1679
20240630-23:56:23 - (171)   更新安全基準量 (06113)250ug Lenograstim Inj(Granocyte)       安全量 : 13 ,基準量 : 27
20240630-23:56:23 - (172)   更新安全基準量 (21073)1mg Prograf Cap (Tacrolimus)           安全量 : 156 ,基準量 : 312
20240630-23:56:23 - (173)   更新安全基準量 (08750)400mg Abilify Maintena Inj             安全量 : 2 ,基準量 : 5
20240630-23:56:23 - (174)   更新安全基準量 (16387)Xigduo XR Tab 10mg/1gm                 安全量 : 827 ,基準量 : 1654
20240630-23:56:23 - (175)   更新安全基準量 (09070)Acetamol Inj 1gm(Propacetamol)         安全量 : 142 ,基準量 : 285
20240630-23:56:23 - (175)   更新安全基準量 (03634)Cubicin Inj 500mg(Daptomycin)          安全量 : 6 ,基準量 : 12
20240630-23:56:23 - (176)   更新安全基準量 (03675)Teicod Inj 200mg (Teicoplanin)         安全量 : 71 ,基準量 : 142
20240630-23:56:23 - (177)   更新安全基準量 (50074)Dovato Tab(DTG/3TC)                    安全量 : 48 ,基準量 : 96
20240630-23:56:23 - (178)   更新安全基準量 (20415)Aqua Easy Antiseptic Solution 2%       安全量 : 169 ,基準量 : 338
20240630-23:56:23 - (179)   更新安全基準量 (20054)Latanoprost Eye Drop 0.005%            安全量 : 54 ,基準量 : 109
20240630-23:56:23 - (180)   更新安全基準量 (11155)Sodium Chloride Inj 0.45% 20ml         安全量 : 1130 ,基準量 : 2261
20240630-23:56:23 - (181)   更新安全基準量 (08241)600 Painkyl buccal soluble films       安全量 : 39 ,基準量 : 78
20240630-23:56:23 - (182)   更新安全基準量 (21309)Dupixent Inj 300mg(Dupilumab)          安全量 : 1 ,基準量 : 2
20240630-23:56:23 - (183)   更新安全基準量 (21272)Duratocin Inj 100mcg(Carbetocin)       安全量 : 6 ,基準量 : 12
20240630-23:56:23 - (184)   更新安全基準量 (11312)Dextrose 5%/0.9% NaCl Inj 500ml        安全量 : 677 ,基準量 : 1354
20240630-23:56:23 - (185)   更新安全基準量 (07114)Lipitor Tab 40mg (Atorvastatin)        安全量 : 1734 ,基準量 : 3469
20240630-23:56:23 - (186)   更新安全基準量 (50053)Maviret Tab                            安全量 : 14 ,基準量 : 29
20240630-23:56:23 - (186)   更新安全基準量 (04692)20mg Vinobin Cap(Vinorelbine)          安全量 : 15 ,基準量 : 31
20240630-23:56:23 - (187)   更新安全基準量 (04428)Kemocarb Inj 450mg/45ml                安全量 : 12 ,基準量 : 24
20240630-23:56:23 - (188)   更新安全基準量 (05031)Arezil ODT Tab 5mg(Donepezil)          安全量 : 504 ,基準量 : 1008
20240630-23:56:23 - (189)   更新安全基準量 (13344)Bowklean Powder 2pkg/Box               安全量 : 32 ,基準量 : 64
20240630-23:56:23 - (190)   更新安全基準量 (16530)60mcg Minirin Melt Tab                 安全量 : 629 ,基準量 : 1258
20240630-23:56:23 - (191)   更新安全基準量 (19048)Methycobal Cap 500ug "Eisai"           安全量 : 13972 ,基準量 : 27944
20240630-23:56:23 - (192)   更新安全基準量 (08430)Keppra Inj 500mg/5ml                   安全量 : 76 ,基準量 : 153
20240630-23:56:23 - (193)   更新安全基準量 (04413)Phyxol Inj 90mg/15ml(Paclitaxel)       安全量 : 25 ,基準量 : 50
20240630-23:56:23 - (193)   更新安全基準量 (18016)Privigen 10% 50ml(5g)(IVIG)            安全量 : 1 ,基準量 : 3
20240630-23:56:23 - (193)   更新安全基準量 (20379)Easy Antiseptic Liquid 2% 200ml        安全量 : 169 ,基準量 : 339
20240630-23:56:23 - (194)   更新安全基準量 (08418)Keppra Tab 500mg(Levetiracetam)        安全量 : 899 ,基準量 : 1798
20240630-23:56:23 - (195)   更新安全基準量 (72001)Hepac Lock Flush 30U/3ml               安全量 : 430 ,基準量 : 860
20240630-23:56:23 - (195)   更新安全基準量 (06133)NESP Inj 60mcg/0.5ml(Plastic)          安全量 : 6 ,基準量 : 13
20240630-23:56:23 - (196)   更新安全基準量 (07135)10mg Atorva FC Tab(Atorvastatin)       安全量 : 3992 ,基準量 : 7984
20240630-23:56:23 - (197)   更新安全基準量 (21172)Fosrenol Chewable Tab 750mg            安全量 : 152 ,基準量 : 304
20240630-23:56:23 - (198)   更新安全基準量 (07297)200mg ENTRESTO FC Tab                  安全量 : 257 ,基準量 : 515
20240630-23:56:23 - (199)   更新安全基準量 (03432)Tapimycin Inj 2.25g "YUNG SHIN"        安全量 : 326 ,基準量 : 653
20240630-23:56:23 - (200)   更新安全基準量 (06277)3.75mg Efient Tab(Prasugrel)           安全量 : 428 ,基準量 : 857
20240630-23:56:23 - (201)   更新安全基準量 (16395)Qtern Tab 5/10mg                       安全量 : 554 ,基準量 : 1109
20240630-23:56:23 - (202)   更新安全基準量 (21359)Alvotinib Tab 400mg(Imatinib)          安全量 : 16 ,基準量 : 32
20240630-23:56:23 - (203)   更新安全基準量 (16534)Desmopressin Tab 0.1mg_PMS             安全量 : 475 ,基準量 : 951
20240630-23:56:23 - (204)   更新安全基準量 (16385)Oseni Tab 25/30mg                      安全量 : 872 ,基準量 : 1744
20240630-23:56:23 - (205)   更新安全基準量 (04702)150mg Zyceva Tab(Erlotinib)            安全量 : 41 ,基準量 : 83
20240630-23:56:23 - (205)   更新安全基準量 (05289)184/55/22mcg_Trelegy Ellipta IH        安全量 : 9 ,基準量 : 18
20240630-23:56:23 - (206)   更新安全基準量 (08574)Byfavo Inj 20mg (Remimazolam)          安全量 : 10 ,基準量 : 21
20240630-23:56:23 - (11)    異常安全基準量 (04652)3mg Ninlaro Cap(Ixazomib)              安全量 : 0 ,基準量 : 1
20240630-23:56:23 - (207)   更新安全基準量 (31107)Boca Calcium Emulsion 180ml            安全量 : 196 ,基準量 : 393
20240630-23:56:23 - (208)   更新安全基準量 (07149)Zulitor Tab 4mg(Pitavastatin)          安全量 : 1716 ,基準量 : 3432
20240630-23:56:23 - (209)   更新安全基準量 (03402)AMPOLin Inj 500mg(Ampicillin)          安全量 : 561 ,基準量 : 1123
20240630-23:56:23 - (210)   更新安全基準量 (03348)2gm Brosym Inj                         安全量 : 95 ,基準量 : 190
20240630-23:56:23 - (211)   更新安全基準量 (05421)Sketa Cap                              安全量 : 8662 ,基準量 : 17324
20240630-23:56:23 - (212)   更新安全基準量 (06278)15mg Xarelto Tab(Rivaroxaban)          安全量 : 286 ,基準量 : 572
20240630-23:56:23 - (12)    異常安全基準量 (04602)500mg Cyramza Inj(Ramucirumab)         安全量 : 0 ,基準量 : 0
20240630-23:56:24 - (213)   更新安全基準量 (07074)Coralan Tab 5mg(Ivabradine)            安全量 : 692 ,基準量 : 1385
20240630-23:56:24 - (214)   更新安全基準量 (05436)Rocuronium Kabi Inj 100mg/10ml         安全量 : 49 ,基準量 : 99
20240630-23:56:24 - (13)    異常安全基準量 (08739)525mg Invega Trinza PR Inj             安全量 : 0 ,基準量 : 1
20240630-23:56:24 - (215)   更新安全基準量 (04429)Abraxane Inj 100mg                     安全量 : 1 ,基準量 : 3
20240630-23:56:24 - (216)   更新安全基準量 (50024)Tamiflu Cap 75mg "CS"(Self-Pay)        安全量 : 147 ,基準量 : 295
20240630-23:56:24 - (217)   更新安全基準量 (04525)Sutent Cap 12.5mg(Sunitinib)           安全量 : 31 ,基準量 : 62
20240630-23:56:24 - (218)   更新安全基準量 (50050)Flomoxef Inj 1gm                       安全量 : 65 ,基準量 : 130
20240630-23:56:24 - (218)   更新安全基準量 (21089)Dysport Inj 500u                       安全量 : 1 ,基準量 : 3
20240630-23:56:24 - (218)   更新安全基準量 (20449)Fespixon Cream 15gm                    安全量 : 1 ,基準量 : 2
20240630-23:56:24 - (219)   更新安全基準量 (20608)Artelac Eye Drop 0.32% 10ml            安全量 : 132 ,基準量 : 265
20240630-23:56:24 - (220)   更新安全基準量 (06143)Nivestim Inj 300mcg(Filgrastim)        安全量 : 9 ,基準量 : 19
20240630-23:56:24 - (221)   更新安全基準量 (08206)Morphine HCl Inj 10mg/ml               安全量 : 456 ,基準量 : 913
20240630-23:56:24 - (222)   更新安全基準量 (16706)7mg Rybelsus Tab 30's/box              安全量 : 85 ,基準量 : 170
20240630-23:56:24 - (223)   更新安全基準量 (13222)Biofermin-R Powder 1g                  安全量 : 546 ,基準量 : 1092
20240630-23:56:24 - (224)   更新安全基準量 (13315)Senokot Tab 7.5mg(Sennoside B)         安全量 : 15633 ,基準量 : 31267
20240630-23:56:24 - (225)   更新安全基準量 (15035)MetaCu Cap 300mg(Trientine)            安全量 : 14 ,基準量 : 29
20240630-23:56:24 - (226)   更新安全基準量 (16511)Glypressin Inj 1mg(Terlipressin)       安全量 : 25 ,基準量 : 50
20240630-23:56:24 - (227)   更新安全基準量 (11840)Hemodialysis Conc. 309 3.8L            安全量 : 148 ,基準量 : 297
20240630-23:56:24 - (228)   更新安全基準量 (07145)Pravafen Hard Cap 40mg/160mg           安全量 : 852 ,基準量 : 1704
20240630-23:56:24 - (229)   更新安全基準量 (04675)45mg Vizimpro Tab(Dacomitinib)         安全量 : 12 ,基準量 : 24
20240630-23:56:24 - (230)   更新安全基準量 (11841)Hemodialysis Conc. 319 3.8L            安全量 : 147 ,基準量 : 294
20240630-23:56:24 - (231)   更新安全基準量 (50037)Taigexyn Cap 250mg(Nemonoxacin)        安全量 : 87 ,基準量 : 174
20240630-23:56:24 - (232)   更新安全基準量 (13030)Kremezin Tab 500mg 4#/PKG              安全量 : 76 ,基準量 : 152
